	SuperKingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species
X_1346	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1348	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1351	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1353	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1360	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1362	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Unidentified_Pyronemataceae	Unidentified_Pyronemataceae
X_1364	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1372	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Unidentified_Amanita
X_1377	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Unidentified_Rhizophydiales	Unidentified_Rhizophydiales	Unidentified_Rhizophydiales
X_1381	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1382	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1383	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1386	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Geum	Unidentified_Geum
X_1390	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1395	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1402	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1403	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1404	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1407	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1409	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Unidentified_Tomentella
X_1411	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1412	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Unidentified_Clavariaceae	Unidentified_Clavariaceae
X_1414	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1418	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1419	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Unidentified_Laccaria
X_1428	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1432	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1434	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Unidentified_Botryobasidium
X_1435	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1438	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1439	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1440	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1442	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1443	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1444	Eukaryota	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Unidentified_Umbelopsis
X_1448	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1452	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1453	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unidentified_Chaetothyriales	Unidentified_Chaetothyriales	Unidentified_Chaetothyriales
X_1454	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1455	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1456	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Unidentified_Sympoventuriaceae	Unidentified_Sympoventuriaceae
X_1458	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1464	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1465	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1468	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1470	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_arguta
X_1473	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1474	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1476	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Unidentified_Tilia
X_1480	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1482	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1483	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Unidentified_Botryosphaeriales	Unidentified_Botryosphaeriales	Unidentified_Botryosphaeriales
X_1484	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1488	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1491	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1499	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1504	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1507	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1508	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1511	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1513	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1515	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1516	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1518	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1519	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1521	Eukaryota	any_Kingdom_of_Eukaryota	any_Phylum_of_Eukaryota	Eustigmatophyceae	Eustigmatales	Eustigmataceae	Unidentified_Eustigmataceae	Unidentified_Eustigmataceae
X_1522	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Unidentified_Sebacinaceae	Unidentified_Sebacinaceae
X_1526	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1527	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1529	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1532	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unidentified_Mortierellaceae	Unidentified_Mortierellaceae
X_1534	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1535	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1539	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1546	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	Cornus_controversa
X_1547	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Unidentified_Tomentellopsis
X_1550	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1554	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1555	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pachyphlodes	Pachyphlodes_nemoralis
X_1556	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Unidentified_Poaceae	Unidentified_Poaceae
X_1558	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Unidentified_Cortinarius
X_1560	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1562	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Scutellospora	Unidentified_Scutellospora
X_1566	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1572	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Unidentified_Xylariales	Unidentified_Xylariales	Unidentified_Xylariales
X_1574	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1575	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Unidentified_Prunus
X_1578	Eukaryota	Fungi	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Unidentified_Basidiobolus
X_1583	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1584	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1587	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1589	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1590	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1591	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Larix	Unidentified_Larix
X_1592	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Larix	Unidentified_Larix
X_1594	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Unidentified_Alternaria
X_1595	Eukaryota	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium_japonicum
X_1596	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1597	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unidentified_Pleosporales	Unidentified_Pleosporales	Unidentified_Pleosporales
X_1598	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1600	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1602	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1608	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_sp.
X_1611	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Unidentified_Xylariales	Unidentified_Xylariales	Unidentified_Xylariales
X_1614	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Unidentified_Laccaria
X_1617	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1624	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1627	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1635	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1636	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanea	Unidentified_Castanea
X_1637	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1639	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1640	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1641	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1644	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Unidentified_Tilia
X_1646	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1651	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1652	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1653	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1657	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Unidentified_Glomus
X_1658	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1663	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1666	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1668	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1669	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1673	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1674	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1681	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Unidentified_Entoloma
X_1683	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1687	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1689	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1691	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1693	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1695	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1697	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1703	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1704	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1710	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1711	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1717	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1725	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Unidentified_Polyporales	Unidentified_Polyporales	Unidentified_Polyporales
X_1727	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1730	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1731	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1733	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1740	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1741	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1742	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae	Gomphidius	Gomphidius_roseus
X_1743	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia_subferrea
X_1745	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Unidentified_Alnus
X_1748	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1751	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Unidentified_Glomeraceae	Unidentified_Glomeraceae
X_1752	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1754	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1756	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1757	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1759	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Unidentified_Xylodon
X_1760	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Unidentified_Glomeraceae	Unidentified_Glomeraceae
X_1764	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1766	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1767	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1768	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1771	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Unidentified_Mycena
X_1775	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1779	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1780	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1781	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1783	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1785	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1788	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1790	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1793	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Larix	Unidentified_Larix
X_1795	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1797	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1798	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Capnobotryella	Capnobotryella_renispora
X_1799	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1800	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1801	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1802	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_coatesiae
X_1803	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1805	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1806	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1807	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1808	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1811	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1814	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1815	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1817	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1819	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Unidentified_Cortinariaceae	Unidentified_Cortinariaceae
X_1822	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
