"","ID","target","site","sample_type","sampling","plant","site2","x","y","y_m","x_m"
"NF25_022","NF25_022","fungi","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NF25_023","NF25_023","fungi","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NF25_024","NF25_024","fungi","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NF25_025","NF25_025","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_026","NF25_026","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_027","NF25_027","fungi","116","root","root","Unidentified","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_028","NF25_028","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_029","NF25_029","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_030","NF25_030","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_031","NF25_031","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_032","NF25_032","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_033","NF25_033","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_034","NF25_034","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_035","NF25_035","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_036","NF25_036","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_037","NF25_037","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_038","NF25_038","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_039","NF25_039","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_040","NF25_040","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_041","NF25_041","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_042","NF25_042","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_043","NF25_043","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_044","NF25_044","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_045","NF25_045","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_046","NF25_046","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_047","NF25_047","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_048","NF25_048","fungi","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NF25_050","NF25_050","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_051","NF25_051","fungi","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_052","NF25_052","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_053","NF25_053","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_054","NF25_054","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_055","NF25_055","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_059","NF25_059","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_060","NF25_060","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_061","NF25_061","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_062","NF25_062","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_063","NF25_063","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_064","NF25_064","fungi","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_065","NF25_065","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_066","NF25_066","fungi","117","root","root","Pinus","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_067","NF25_067","fungi","117","root","root","Pinus","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_069","NF25_069","fungi","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_070","NF25_070","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_071","NF25_071","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_072","NF25_072","fungi","117","root","root","Pinus","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_073","NF25_073","fungi","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_074","NF25_074","fungi","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_075","NF25_075","fungi","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_077","NF25_077","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_078","NF25_078","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_079","NF25_079","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_080","NF25_080","fungi","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NF25_081","NF25_081","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_084","NF25_084","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_085","NF25_085","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_088","NF25_088","fungi","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_089","NF25_089","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_090","NF25_090","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_091","NF25_091","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_092","NF25_092","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_093","NF25_093","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_094","NF25_094","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_095","NF25_095","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF25_096","NF25_096","fungi","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_002","NF26_002","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_004","NF26_004","fungi","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_005","NF26_005","fungi","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_007","NF26_007","fungi","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_008","NF26_008","fungi","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_009","NF26_009","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_010","NF26_010","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_011","NF26_011","fungi","118","root","root","Malus","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_012","NF26_012","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_013","NF26_013","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_014","NF26_014","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_015","NF26_015","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_016","NF26_016","fungi","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NF26_017","NF26_017","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_018","NF26_018","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_019","NF26_019","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_020","NF26_020","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_021","NF26_021","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_022","NF26_022","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_023","NF26_023","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_024","NF26_024","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_026","NF26_026","fungi","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_027","NF26_027","fungi","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_029","NF26_029","fungi","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_030","NF26_030","fungi","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_031","NF26_031","fungi","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_033","NF26_033","fungi","119","root","root","Unidentified","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_034","NF26_034","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_035","NF26_035","fungi","119","root","root","Pinus","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_036","NF26_036","fungi","119","root","root","Pyrus","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_038","NF26_038","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_039","NF26_039","fungi","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_043","NF26_043","fungi","119","root","root","Pinus","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_045","NF26_045","fungi","119","root","root","Pinus","p119",36.52215,138.34864,-132968.497,58959.404
"NF26_049","NF26_049","fungi","120","root","root","Malus","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_050","NF26_050","fungi","120","root","root","Malus","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_052","NF26_052","fungi","120","root","root","Betula","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_053","NF26_053","fungi","120","root","root","Malus","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_054","NF26_054","fungi","120","root","root","Betula","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_056","NF26_056","fungi","120","root","root","Betula","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_059","NF26_059","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_060","NF26_060","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_061","NF26_061","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_062","NF26_062","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_063","NF26_063","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_065","NF26_065","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_066","NF26_066","fungi","120","root","root","Corylus","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_067","NF26_067","fungi","120","root","root","Unidentified","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_068","NF26_068","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_069","NF26_069","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_070","NF26_070","fungi","120","root","root","Acer","p120",36.52206,138.34871,-132962.381,58949.32
"NF26_076","NF26_076","fungi","121","root","root","Unidentified","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_077","NF26_077","fungi","121","root","root","Populus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_079","NF26_079","fungi","121","root","root","Populus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_080","NF26_080","fungi","121","root","root","Acer","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_084","NF26_084","fungi","121","root","root","Prunus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_085","NF26_085","fungi","121","root","root","Prunus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_086","NF26_086","fungi","121","root","root","Prunus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_087","NF26_087","fungi","121","root","root","Prunus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_088","NF26_088","fungi","121","root","root","Prunus","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_090","NF26_090","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_091","NF26_091","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_092","NF26_092","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_093","NF26_093","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_094","NF26_094","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_095","NF26_095","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF26_096","NF26_096","fungi","121","root","root","Betula","p121",36.5214,138.34973,-132872.153,58874.673
"NF27_001","NF27_001","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_002","NF27_002","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_003","NF27_003","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_004","NF27_004","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_005","NF27_005","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_006","NF27_006","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_007","NF27_007","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_008","NF27_008","fungi","122","root","root","Betula","p122",36.52134,138.34969,-132875.839,58868.07
"NF27_009","NF27_009","fungi","124","root","root","Unidentified","p124",36.52173,138.34954,-132888.606,58911.554
"NF27_010","NF27_010","fungi","124","root","root","Pinus","p124",36.52173,138.34954,-132888.606,58911.554
"NF27_011","NF27_011","fungi","124","root","root","Betula","p124",36.52173,138.34954,-132888.606,58911.554
"NF27_014","NF27_014","fungi","124","root","root","Betula","p124",36.52173,138.34954,-132888.606,58911.554
"NF27_015","NF27_015","fungi","124","root","root","Pinus","p124",36.52173,138.34954,-132888.606,58911.554
"NF27_018","NF27_018","fungi","125","root","root","Pyrus","p125",36.52167,138.34975,-132869.9,58904.606
"NF27_019","NF27_019","fungi","125","root","root","Pyrus","p125",36.52167,138.34975,-132869.9,58904.606
"NF27_020","NF27_020","fungi","125","root","root","Pyrus","p125",36.52167,138.34975,-132869.9,58904.606
"NF27_021","NF27_021","fungi","125","root","root","Pyrus","p125",36.52167,138.34975,-132869.9,58904.606
"NF27_022","NF27_022","fungi","125","root","root","Pyrus","p125",36.52167,138.34975,-132869.9,58904.606
"NF27_024","NF27_024","fungi","125","root","root","Pyrus","p125",36.52167,138.34975,-132869.9,58904.606
"NF27_027","NF27_027","fungi","125","root","root","Acer","p125",36.52167,138.34975,-132869.9,58904.606
