"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Guild"
"X_23186","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23220","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","trachysporum","Unassigned"
"X_23405","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23469","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23594","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_01068","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","appendiculatum","Unassigned"
"X_01851","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","sinensis","Unassigned"
"X_02750","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03107","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03204","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03956","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_05126","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","niemeijerarum","Unassigned"
"X_05181","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","appendiculatum","Unassigned"
"X_05261","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Chionosphaeraceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_05283","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocladiella","pseudocamelliae","Unassigned"
"X_05707","Fungi","Glomeromycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","AMF"
"X_07082","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","tabarestanensis","Unassigned"
"X_07544","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Stachylidium","bicolor","Unassigned"
"X_07830","Fungi","Chytridiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_07906","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_08783","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09124","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09148","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria","Unidentified","Unassigned"
"X_09677","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_11239","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Unidentified","Unidentified","Unidentified"
"X_13709","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","foliicola","Unassigned"
"X_13714","Fungi","Glomeromycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","AMF"
"X_14194","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","eyrei","Unassigned"
"X_14205","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria","amylolytica","Unassigned"
"X_15587","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15877","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16759","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Calonectria","Unidentified","Unassigned"
"X_17184","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_17431","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19426","Viridiplantae","Anthophyta","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19527","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Unidentified","Unidentified","Unidentified"
"X_21069","Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_21813","Fungi","Ascomycota","Dothideomycetes","Patellariales","Patellariaceae","Rhizodiscina","Unidentified","Unassigned"
"X_22638","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23023","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Bannoa","Unidentified","Unassigned"
"X_23196","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","halabalaensis","Unassigned"
"X_23320","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23492","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_00863","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Leptobacillium","leptobactrum","Unassigned"
"X_01883","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Microdochium","colombiense","Unassigned"
"X_05007","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","magnum","Unassigned"
"X_06770","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Spirosphaera","cupreorufescens","Unassigned"
"X_07021","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_08717","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Acrocalymmaceae","Acrocalymma","pterocarpi","Unassigned"
"X_09418","Viridiplantae","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_10670","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierellaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_11249","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Fonsecazyma","Unidentified","Unassigned"
"X_11594","Fungi","Ascomycota","Candelariomycetes","Candelariales","Pycnoraceae","Pycnoraceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_12376","Fungi","Chytridiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14639","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Monochaetia","Unidentified","Unassigned"
"X_16201","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16229","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_17097","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_18319","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporales_fam_Incertae_sedis","Archaeosporales_gen_Incertae_sedis","Unidentified","AMF"
"X_19303","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20334","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","Unassigned"
"X_20762","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Cudoniaceae","Cudoniaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_21749","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","slooffiae","Mycoparasite"
"X_21838","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22078","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22784","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Cylindrosympodiaceae","Cylindrosympodium","Unidentified","Unassigned"
"X_23265","Fungi","Chytridiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23410","Viridiplantae","Anthophyta","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23587","Viridiplantae","Anthophyta","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23604","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_02212","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","baoshanense","Unassigned"
"X_02273","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","penicillioides","Unassigned"
"X_02900","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03422","Fungi","Chytridiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_04145","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_04203","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Immersiella","Unidentified","Unassigned"
"X_04211","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Unidentified","Mycoparasite"
"X_04478","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_05252","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_05336","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Racodiaceae","Racodiaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_06291","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_07807","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Sordariales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_07911","Fungi","Chytridiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_08891","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_08918","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","GS11_fam_Incertae_sedis","GS11_gen_Incertae_sedis","Unidentified","Unidentified"
"X_11398","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15087","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Hypocreales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_16688","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unidentified","Unidentified","Unidentified"
"X_16985","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","intestinacea","Unassigned"
"X_17248","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","tabarestanensis","Unassigned"
"X_19033","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19882","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22024","Viridiplantae","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22306","Fungi","Ascomycota","Sordariomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22755","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23293","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Racodiaceae","Racodiaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_23485","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23567","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23603","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Unidentified","Unassigned"
"X_00709","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Unidentified","Endophyte"
"X_01841","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum","Unidentified","Unassigned"
"X_03281","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","robusta","Unassigned"
"X_06529","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09387","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellales_fam_Incertae_sedis","Glomerellales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_09512","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09891","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_10509","Fungi","Basidiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_11606","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","ramulariae","Unassigned"
"X_12130","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13059","Fungi","Chytridiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14057","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_17878","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Immersiella","Unidentified","Unassigned"
"X_18299","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20640","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20904","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","carnescens","Unassigned"
"X_22093","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22585","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22683","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23064","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora","Unidentified","Unassigned"
"X_23103","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","adusta","EcMF"
"X_00846","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_02388","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_02442","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris","Unidentified","Unassigned"
"X_04808","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_08288","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09297","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09299","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Unidentified","Unassigned"
"X_09678","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrodendrum","Unidentified","Pathogen"
"X_09826","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13053","Fungi","Ascomycota","Lecanoromycetes","Lecanoromycetes_ord_Incertae_sedis","Lecanoromycetes_fam_Incertae_sedis","Lecanoromycetes_gen_Incertae_sedis","Unidentified","Unidentified"
"X_17583","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_18196","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","tephrensis","Unassigned"
"X_18833","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_18841","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Unidentified","Mycoparasite"
"X_19212","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","fluviae","Other_RAF"
"X_21276","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","americae-meridionalis","Unassigned"
"X_21553","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_21915","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_21946","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22898","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_23139","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_02626","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","pinetorum","Unassigned"
"X_03991","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_07416","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","GS11_fam_Incertae_sedis","GS11_gen_Incertae_sedis","Unidentified","Unidentified"
"X_08091","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","GS11_fam_Incertae_sedis","GS11_gen_Incertae_sedis","Unidentified","Unidentified"
"X_08210","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09290","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09510","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_11653","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Arnium","Unidentified","Unassigned"
"X_12583","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_12639","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_12733","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_12852","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Cudoniaceae","Spathularia","flavida","Unassigned"
"X_12890","Ichthyosporia","Ichthyosporia_phy_Incertae_sedis","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13405","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Arnium","Unidentified","Unassigned"
"X_13515","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","victoriae","Unassigned"
"X_14216","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Sugiyamaella","paludigena","Unassigned"
"X_14787","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15285","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","wieringae","Unassigned"
"X_15534","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16263","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_16592","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_17000","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19584","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19816","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Anthopsis","catenata","Unassigned"
"X_20452","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","victoriae","Unassigned"
"X_20563","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_21734","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_21875","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22802","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Unidentified","EcMF"
"X_23412","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23437","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_02091","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_07031","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales","Lobulomycetales_fam_Incertae_sedis","Lobulomycetales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_07761","Fungi","Ascomycota","Leotiomycetes","Helotiales","Solenopeziaceae","Solenopeziaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_08977","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09765","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis","Skvortzoviella","lenis","Unassigned"
"X_10717","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Archaeospora","Unidentified","AMF"
"X_13067","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Xenodactylariaceae","Xenodactylariaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14624","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15182","Viridiplantae","Anthophyta","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16419","Fungi","Ascomycota","Sordariomycetes","Microascales","Graphiaceae","Graphium","basitruncatum","Unassigned"
"X_17175","Viridiplantae","Anthophyta","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_17666","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19393","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20410","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Hypoderma","Unidentified","Unassigned"
"X_22023","Fungi","Basidiomycota","Cystobasidiomycetes","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23207","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_01628","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","GS11_fam_Incertae_sedis","GS11_gen_Incertae_sedis","Unidentified","Unidentified"
"X_05804","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_06091","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_06824","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_08647","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_09562","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_13068","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14299","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14511","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16037","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16110","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16998","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_17265","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_18140","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Pseudotrichia","mutabilis","Unassigned"
"X_18334","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19471","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20763","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_22276","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","paraensis","Other_RAF"
"X_23012","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_23254","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Fuscideaceae","Fuscideaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_00816","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","GS11_fam_Incertae_sedis","GS11_gen_Incertae_sedis","Unidentified","Unidentified"
"X_04481","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_06147","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14210","Fungi","Basidiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14532","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","occultum","AMF"
